No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source,SMILES_clean,PC1_acid_base_score,AcidBaseClass
1731.0,,C1=COC(=C1)C(=O)C2=CC\3=C(C=C2)NC(=O)/C3=C\C4=CC(=C(C(=C4)Cl)O)Cl,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,41.15,-4.38563016,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C1Nc2ccc(C(=O)c3ccco3)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1,-0.010886318647248072,Neutral
1732.0,,CCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCCCn1cc2c(c1-c1ccc(Br)cc1)c(=O)n(C)c(=O)n2C,-0.024194436978910057,Neutral
1733.0,,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)OC(F)(F)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,103.99,-3.983008422,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,NC(=O)C1CCN(c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1,-0.018381796683995914,Neutral
1734.0,,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NC(C)C4=CC=CC=C4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1noc(C)c1-c1ccc2ncnc(NC(C)c3ccccc3)c2c1,-0.015551555723199582,Neutral
1735.0,,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1.0,-6.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.038466601038789565,Neutral
1736.0,,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC4=C(C=C3)OCO4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,691.51,-3.160201535,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,NC(=O)C1CCN(c2ncc(-c3ccc4c(c3)OCO4)s2)CC1,-0.016102793651126268,Neutral
1737.0,,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,23.45,-4.629857153,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,0.005703915624535023,Neutral
1738.0,,CN(C1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,821.73,-3.085270857,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(N(C)C(=O)c2cc3c(s2)-c2ccccc2OC3)cc1,-0.027137186366852018,Neutral
1739.0,,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3COC4=CC=CC=C4O3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1,-0.008495912659419423,Neutral
1740.0,,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=C(C=C4)C(F)(F)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C(c1ccc2c(c1)ncn2-c1ccc(C(F)(F)F)cc1)N1CCCCC1,-0.028991455903432613,Neutral
1741.0,,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)OC)OC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,402.82,-3.394888975,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2CCCN2CCOCC2)cc1OC,0.009871114910260754,Neutral
1742.0,,CCC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)C,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,32.91,-4.482672118,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,0.004695715241786141,Neutral
1743.0,,C[C@@H]1CN([C@H](CN1)CN2CCOC[C@H]2C)CC(=O)N3CC(C4=C3C=C(C=N4)CC5=CC=C(C=C5)F)(C)C,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,0.008942942962823434,Neutral
1744.0,,COC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,82.0,-4.086186148,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)cc1,-0.019617190571640332,Neutral
1745.0,,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C#N,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,69.58,-4.157515576,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(C#N)cc2)cc1,-0.00441731111320822,Neutral
1746.0,,CC1=CC2=C(C=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)CC5=CC=CC=C5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccccc4)CC3)ncnc12,-0.017469130029614054,Neutral
1747.0,,COC1=CC=CC=C1C(=O)NC2=NN=C(S2)SCC3=CC(=O)C4=CC=CC=C4N3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,286.58,-3.542754122,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccccc1C(=O)Nc1nnc(SCc2cc(=O)c3ccccc3[nH]2)s1,0.006745230698070515,Neutral
1748.0,,COC1=C(C=C(C=C1)NC(=O)C2=CC=CN2)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(NC(=O)c2ccc[nH]2)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,-0.0006418101325537083,Neutral
1749.0,,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=CC=CC=C4Br)C(=O)NC5CCCCC5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,734.03,-3.13428619,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CC1=C(C(=O)NC2CCCCC2)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1,0.014616654360903506,Neutral
1750.0,,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,445.04,-3.351600953,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1cccc2cccnc12,0.019629632436583833,Neutral
1751.0,,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4(CC4)C5=CC=C(C=C5)OC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,34.88,-4.457423524,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(C2(C(=O)N3CCC(n4cc(-c5nc(C)no5)nn4)CC3)CC2)cc1,0.004625535571024933,Neutral
1752.0,,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,445.33,-3.351318047,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1F,-0.0161352705119544,Neutral
1753.0,,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)/C=C/C3=CC=CC=C3Cl)Cl,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,832.74,-3.079490574,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCN(CC)CCCC(C)Nc1cc(/C=C/c2ccccc2Cl)nc2cc(Cl)ccc12,-0.010302286269344218,Neutral
1754.0,,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)C,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,529.83,-3.275863455,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccc(-c2csc(NC(=O)c3ccncc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1,0.008960895434182289,Neutral
1755.0,,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,720.75,-3.142215349,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)n[nH]1,-0.016372804373108736,Neutral
1756.0,,CCOC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC(=C(C(=C4)OC)OC)OC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCOc1ccc(N2CC(c3nc(-c4cc(OC)c(OC)c(OC)c4)no3)CC2=O)cc1,0.008589226084198863,Neutral
1757.0,,CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1.0,-6.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1cc(Br)ccc1NC(=O)C(NS(=O)(=O)c1cccs1)c1ccccc1,-0.0073178097311985485,Neutral
1758.0,,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)(C)C,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1cnc(-c2ccccc2C(C)(C)C)nc1NCc1ccc(-n2ccnn2)cc1,-0.005072217159767016,Neutral
1759.0,,CC(C)COC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,48.41,-4.315064917,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CC(C)COc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,-0.015853597501586165,Neutral
1760.0,,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4)CC2,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,449.31,-3.347453915,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1noc(C)c1C(=O)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,-0.023680321520349077,Neutral
1761.0,,CN1C2=C(C=CC(=C2)C(=O)NCCC3=CC=CS3)[S@@](=O)C4=CC=CC=C4C1=O,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,626.19,-3.203293872,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CN1C(=O)c2ccccc2[S@](=O)c2ccc(C(=O)NCCc3cccs3)cc21,-0.013717483731313127,Neutral
1762.0,,C1=CC2=C(C(=C1)C3=CN4C=NC=C4C(=C3)C5=CC=NC=C5)NC=C2,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,157.41,-3.802967681,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2[nH]ccc2c1,-0.02632446248993076,Neutral
1763.0,,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNC4CCCCC4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,771.14,-3.112866769,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,C=Cc1ccc(Cn2c(C(=O)O)c(CNC3CCCCC3)c3ccc(OC)cc32)cc1,-0.0014471841364451792,Neutral
1764.0,,CCC1=CC=CC=C1NC2=C3C=NN(C3=NC=N2)C4=CC=C(C=C4)Cl,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,253.0,-3.596879479,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCc1ccccc1Nc1ncnc2c1cnn2-c1ccc(Cl)cc1,-0.01719809680964392,Neutral
1765.0,,CCN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,832.67,-3.079527082,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCn1cc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c2cc(OC)c(OC)cc2c1=O,-0.005129427035917805,Neutral
1766.0,,CCCN1C=NC2=C1C=CC(=C2)NCC3=C(C=C(C=C3)OC)OC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCCn1cnc2cc(NCc3ccc(OC)cc3OC)ccc21,-0.019304435697522132,Neutral
1767.0,,C1=CC=C(C(=C1)C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CN=CC=C4)F)C(F)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Fc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-c2cccnc2)cc1,-0.01081168005205857,Neutral
1768.0,,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=NC=C3)OCC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,20.6,-4.68613278,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCOc1ccc(CCNC(=O)c2cc3ccncc3n2Cc2cccc(C)c2)cc1OCC,0.005317159642299996,Neutral
1769.0,,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,198.28,-3.70272109,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,NC(=O)C1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1,-0.030350701506965512,Neutral
1770.0,,C1=CC=C(C=C1)SCC(=O)NC2=NN=C(S2)COC3=CC=C(C=C3)Cl,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,498.0,-3.302770657,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C(CSc1ccccc1)Nc1nnc(COc2ccc(Cl)cc2)s1,-0.010201990759040158,Neutral
1771.0,,CC1=CC=CC=C1CSC2=NC3=C(N2)C=C(C=N3)Br,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,497.14,-3.303521292,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccccc1CSc1nc2ncc(Br)cc2[nH]1,-0.03498276938467753,Neutral
1772.0,,CC1=CN2C(=CN=C2C(=N1)NC3=C(C=C(C=C3)C(=O)N4CCNCC4)F)C5=CNN=C5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1.0,-6.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2ccc(C(=O)N3CCNCC3)cc2F)n1,0.01219172611971678,Neutral
1773.0,,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4C#N,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,61.83,-4.208800754,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,N#Cc1ccccc1S(=O)(=O)Nc1cnccc1C(=O)Nc1nc(-c2ccccc2)cs1,0.01458192595724386,Neutral
1774.0,,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,467.61,-3.33011621,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccccc1F,0.007595994833147142,Neutral
1775.0,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NCC4=CC=C(C=C4)C5=CN=CC=C5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,944.0,-3.025028006,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Clc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,-0.007002201238660643,Neutral
1776.0,,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC5=CC=CC=C5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,44.39,-4.352714855,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(Oc4ccccc4)cc3)cs2)cc1,0.028310254697402726,Neutral
1777.0,,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CN=C3)OCC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,183.65,-3.736009067,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCOc1ccc(CCNC(=O)c2cc3cnccc3n2Cc2cccc(C)c2)cc1OCC,0.005317159642299996,Neutral
1778.0,,CCC1=NC2=C(C(=O)N1CC3=CC=CO3)SC4=C2C=C5COC(CC5=N4)(C)C,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCc1nc2c(sc3nc4c(cc32)COC(C)(C)C4)c(=O)n1Cc1ccco1,-0.006779051362227163,Neutral
1779.0,,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=CC(=C4)CN5CCOCC5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,904.71,-3.043490609,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1,0.026132145319204374,Neutral
1780.0,,COC1=CC=C(C=C1)NC2=CN=C3N2N=C(C=C3)C4=CC(=C(C=C4)OC)OC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,396.02,-3.402282881,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(Nc2cnc3ccc(-c4ccc(OC)c(OC)c4)nn23)cc1,-0.0033386699684193706,Neutral
1781.0,,CC1=CC=CC2=NC(=C(N12)NC3=CC=C(C=C3)F)C4=CC=CC=N4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1cccc2nc(-c3ccccn3)c(Nc3ccc(F)cc3)n12,-0.02568595754956844,Neutral
1782.0,,CCN1CCC(CC1)N(CC2=CC3=C(C=C2)OCO3)C(=O)NC4=C(C=CC(=C4)Cl)C(=O)OC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCN1CCC(N(Cc2ccc3c(c2)OCO3)C(=O)Nc2cc(Cl)ccc2C(=O)OC)CC1,0.0038236355894329154,Neutral
1783.0,,CC1=C(C=CC(=C1)NC2=CC(=NC3=NC(=NN23)C)C)Br,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,874.22,-3.058379262,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1cc(Nc2ccc(Br)c(C)c2)n2nc(C)nc2n1,-0.028759504366775546,Neutral
1784.0,,C1COC2=C(C=C(C=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N)OC1,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,629.24,-3.201183678,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1,-0.013135826881497522,Neutral
1785.0,,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2C(=O)NC4=NC(=CS4)C5=CC=CC=C5)OCO3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,19.33,-4.713768146,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Cc1ccc(S(=O)(=O)Nc2cc3c(cc2C(=O)Nc2nc(-c4ccccc4)cs2)OCO3)cc1,0.018967206253701515,Neutral
1786.0,,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=C3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1O,-0.0022293617656044644,Neutral
1787.0,,COC1=CC(=CC=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,695.84,-3.15749061,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1cccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)c1,0.014443197327843901,Neutral
1788.0,,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=N4)C)C=CC=N3)OCC,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,490.85,-3.309051205,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCOc1ccc(CCNC(=O)c2cc3ncccc3n2Cc2cccc(C)n2)cc1OCC,0.009705683177294573,Neutral
1789.0,,CC1=C(C(=NN1C2=CC=C(C=C2)OC)C)[C@H]3C[C@@H](C=C3)NCC4=CC=C(C=C4)F,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(F)cc4)C3)c2C)cc1,-0.014174074438456245,Neutral
1790.0,,CCOC(=O)C1=CC=C(C=C1)NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C(C)C)N=CN3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,112.68,-3.948153162,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCOC(=O)c1ccc(NC(=O)N2Cc3[nH]cnc3C[C@H]2c2nc(C(C)C)no2)cc1,0.010438991404643508,Neutral
1791.0,,C1CCN(CC1)C(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3)N,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Nc1c(C(=O)N2CCCCC2)sc(=S)n1-c1ccccc1,-0.029233740232144156,Neutral
1792.0,,C1=CC=C(C(=C1)CSC2=NC3=C(N2)C=C(C=N3)Br)C#N,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,414.52,-3.382454511,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,N#Cc1ccccc1CSc1nc2ncc(Br)cc2[nH]1,-0.027849911761906262,Neutral
1793.0,,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NC=C5)Cl)C(=O)C1,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,896.71,-3.047347987,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C1CCCC2=C1C(c1ccncc1Cl)N=C(Nc1nc3ccccc3o1)N2,0.0013116433507186101,Neutral
1794.0,,C1=CC(=CC(=C1)[N+](=O)[O-])CSC2=NC3=C(N2)C=C(C=N3)Br,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,550.18,-3.259495201,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=[N+]([O-])c1cccc(CSc2nc3ncc(Br)cc3[nH]2)c1,-0.01917967147424281,Neutral
1795.0,,COC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)NC5CCCCC5)NC=N4,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,516.76,-3.28671111,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,COc1ccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3C(=O)NC3CCCCC3)n2)cc1,0.007348573913093835,Neutral
1796.0,,CCC1=CC(=CC=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,87.66,-4.057198534,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCc1cccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)c1,-0.026783352310385877,Neutral
1797.0,,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1.0,-6.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,0.05849981036644049,Neutral
1798.0,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Br)NCC4=CC=C(C=C4)C5=CN=CC=C5,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,Brc1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,-0.004736287645618641,Neutral
1799.0,,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NC=C5)Br)C(=O)C1,20.0,7.4,0.5,200.0,200.0,25.0,0.5,,1000.0,-3.0,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612,O=C1CCCC2=C1C(c1ccncc1Br)N=C(Nc1nc3ccccc3o1)N2,0.00357755694376061,Neutral
